image_id,active_attributes,active_attribute_names
9353,"[3, 10, 32, 54, 58, 67, 76, 80, 97, 119, 134, 136, 141, 150, 153, 176, 186, 199, 213, 221, 224, 239, 242, 247, 249, 257, 258, 263, 269, 293, 297, 312]","[""has_bill_shape::hooked"", ""has_wing_color::blue"", ""has_upperparts_color::olive"", ""has_underparts_color::buff"", ""has_breast_pattern::multi-colored"", ""has_back_color::green"", ""has_tail_shape::notched_tail"", ""has_upper_tail_color::blue"", ""has_head_pattern::crested"", ""has_breast_color::red"", ""has_throat_color::red"", ""has_eye_color::blue"", ""has_eye_color::yellow"", ""has_bill_length::about_the_same_as_head"", ""has_forehead_color::blue"", ""has_under_tail_color::green"", ""has_nape_color::purple"", ""has_belly_color::brown"", ""has_wing_shape::rounded-wings"", ""has_size::medium_(9_-_16_in)"", ""has_shape::chicken-like-marsh"", ""has_back_pattern::striped"", ""has_tail_pattern::spotted"", ""has_belly_pattern::striped"", ""has_primary_color::blue"", ""has_primary_color::green"", ""has_primary_color::pink"", ""has_primary_color::buff"", ""has_leg_color::grey"", ""has_bill_color::buff"", ""has_crown_color::purple"", ""has_wing_pattern::multi-colored""]"
9354,"[8, 15, 21, 30, 36, 51, 52, 58, 64, 70, 75, 85, 96, 111, 118, 132, 146, 152, 158, 169, 188, 203, 210, 215, 222, 232, 239, 242, 248, 254, 260, 265, 269, 290, 299, 311]","[""has_bill_shape::cone"", ""has_wing_color::grey"", ""has_wing_color::black"", ""has_upperparts_color::grey"", ""has_upperparts_color::black"", ""has_underparts_color::black"", ""has_underparts_color::white"", ""has_breast_pattern::multi-colored"", ""has_back_color::grey"", ""has_back_color::black"", ""has_tail_shape::rounded_tail"", ""has_upper_tail_color::grey"", ""has_head_pattern::malar"", ""has_breast_color::grey"", ""has_breast_color::white"", ""has_throat_color::black"", ""has_eye_color::black"", ""has_bill_length::shorter_than_head"", ""has_forehead_color::grey"", ""has_under_tail_color::brown"", ""has_nape_color::grey"", ""has_belly_color::grey"", ""has_belly_color::white"", ""has_wing_shape::broad-wings"", ""has_size::very_small_(3_-_5_in)"", ""has_shape::hawk-like"", ""has_back_pattern::striped"", ""has_tail_pattern::spotted"", ""has_belly_pattern::multi-colored"", ""has_primary_color::grey"", ""has_primary_color::black"", ""has_leg_color::brown"", ""has_leg_color::grey"", ""has_bill_color::black"", ""has_crown_color::grey"", ""has_wing_pattern::striped""]"
9355,"[7, 21, 36, 52, 55, 64, 77, 105, 118, 132, 146, 150, 158, 179, 188, 210, 213, 222, 236, 237, 241, 245, 254, 261, 269, 290, 299, 312]","[""has_bill_shape::all-purpose"", ""has_wing_color::black"", ""has_upperparts_color::black"", ""has_underparts_color::white"", ""has_breast_pattern::solid"", ""has_back_color::grey"", ""has_tail_shape::fan-shaped_tail"", ""has_head_pattern::capped"", ""has_breast_color::white"", ""has_throat_color::black"", ""has_eye_color::black"", ""has_bill_length::about_the_same_as_head"", ""has_forehead_color::grey"", ""has_under_tail_color::black"", ""has_nape_color::grey"", ""has_belly_color::white"", ""has_wing_shape::rounded-wings"", ""has_size::very_small_(3_-_5_in)"", ""has_shape::perching-like"", ""has_back_pattern::solid"", ""has_tail_pattern::solid"", ""has_belly_pattern::solid"", ""has_primary_color::grey"", ""has_primary_color::white"", ""has_leg_color::grey"", ""has_bill_color::black"", ""has_crown_color::grey"", ""has_wing_pattern::multi-colored""]"
9356,"[7, 21, 22, 36, 37, 52, 55, 70, 78, 91, 92, 98, 105, 118, 132, 146, 152, 158, 164, 179, 180, 188, 194, 210, 219, 236, 237, 244, 245, 254, 260, 275, 290, 299, 305, 312]","[""has_bill_shape::all-purpose"", ""has_wing_color::black"", ""has_wing_color::white"", ""has_upperparts_color::black"", ""has_upperparts_color::white"", ""has_underparts_color::white"", ""has_breast_pattern::solid"", ""has_back_color::black"", ""has_tail_shape::pointed_tail"", ""has_upper_tail_color::black"", ""has_upper_tail_color::white"", ""has_head_pattern::masked"", ""has_head_pattern::capped"", ""has_breast_color::white"", ""has_throat_color::black"", ""has_eye_color::black"", ""has_bill_length::shorter_than_head"", ""has_forehead_color::grey"", ""has_forehead_color::black"", ""has_under_tail_color::black"", ""has_under_tail_color::white"", ""has_nape_color::grey"", ""has_nape_color::black"", ""has_belly_color::white"", ""has_size::small_(5_-_9_in)"", ""has_shape::perching-like"", ""has_back_pattern::solid"", ""has_tail_pattern::multi-colored"", ""has_belly_pattern::solid"", ""has_primary_color::grey"", ""has_primary_color::black"", ""has_leg_color::black"", ""has_bill_color::black"", ""has_crown_color::grey"", ""has_crown_color::black"", ""has_wing_pattern::multi-colored""]"
9357,"[7, 21, 36, 52, 58, 70, 75, 101, 117, 118, 132, 146, 152, 164, 180, 194, 210, 219, 236, 237, 245, 260, 261, 269, 276, 278, 290, 305, 309]","[""has_bill_shape::all-purpose"", ""has_wing_color::black"", ""has_upperparts_color::black"", ""has_underparts_color::white"", ""has_breast_pattern::multi-colored"", ""has_back_color::black"", ""has_tail_shape::rounded_tail"", ""has_head_pattern::eyering"", ""has_breast_color::black"", ""has_breast_color::white"", ""has_throat_color::black"", ""has_eye_color::black"", ""has_bill_length::shorter_than_head"", ""has_forehead_color::black"", ""has_under_tail_color::white"", ""has_nape_color::black"", ""has_belly_color::white"", ""has_size::small_(5_-_9_in)"", ""has_shape::perching-like"", ""has_back_pattern::solid"", ""has_belly_pattern::solid"", ""has_primary_color::black"", ""has_primary_color::white"", ""has_leg_color::grey"", ""has_leg_color::white"", ""has_leg_color::buff"", ""has_bill_color::black"", ""has_crown_color::black"", ""has_wing_pattern::solid""]"
9358,"[7, 15, 21, 22, 30, 64, 78, 82, 85, 103, 132, 146, 152, 158, 164, 173, 188, 222, 236, 237, 254, 278, 284, 299, 312]","[""has_bill_shape::all-purpose"", ""has_wing_color::grey"", ""has_wing_color::black"", ""has_wing_color::white"", ""has_upperparts_color::grey"", ""has_back_color::grey"", ""has_tail_shape::pointed_tail"", ""has_upper_tail_color::iridescent"", ""has_upper_tail_color::grey"", ""has_head_pattern::eyeline"", ""has_throat_color::black"", ""has_eye_color::black"", ""has_bill_length::shorter_than_head"", ""has_forehead_color::grey"", ""has_forehead_color::black"", ""has_under_tail_color::grey"", ""has_nape_color::grey"", ""has_size::very_small_(3_-_5_in)"", ""has_shape::perching-like"", ""has_back_pattern::solid"", ""has_primary_color::grey"", ""has_leg_color::buff"", ""has_bill_color::grey"", ""has_crown_color::grey"", ""has_wing_pattern::multi-colored""]"
9359,"[8, 15, 21, 30, 36, 45, 51, 58, 64, 71, 75, 85, 91, 96, 111, 118, 126, 132, 146, 152, 158, 173, 179, 188, 203, 210, 214, 219, 236, 239, 244, 248, 254, 260, 278, 290, 299, 310]","[""has_bill_shape::cone"", ""has_wing_color::grey"", ""has_wing_color::black"", ""has_upperparts_color::grey"", ""has_upperparts_color::black"", ""has_underparts_color::grey"", ""has_underparts_color::black"", ""has_breast_pattern::multi-colored"", ""has_back_color::grey"", ""has_back_color::white"", ""has_tail_shape::rounded_tail"", ""has_upper_tail_color::grey"", ""has_upper_tail_color::black"", ""has_head_pattern::malar"", ""has_breast_color::grey"", ""has_breast_color::white"", ""has_throat_color::grey"", ""has_throat_color::black"", ""has_eye_color::black"", ""has_bill_length::shorter_than_head"", ""has_forehead_color::grey"", ""has_under_tail_color::grey"", ""has_under_tail_color::black"", ""has_nape_color::grey"", ""has_belly_color::grey"", ""has_belly_color::white"", ""has_wing_shape::pointed-wings"", ""has_size::small_(5_-_9_in)"", ""has_shape::perching-like"", ""has_back_pattern::striped"", ""has_tail_pattern::multi-colored"", ""has_belly_pattern::multi-colored"", ""has_primary_color::grey"", ""has_primary_color::black"", ""has_leg_color::buff"", ""has_bill_color::black"", ""has_crown_color::grey"", ""has_wing_pattern::spotted""]"
9360,"[8, 23, 30, 52, 55, 64, 76, 85, 101, 118, 133, 146, 152, 158, 173, 188, 210, 217, 219, 235, 237, 244, 245, 254, 275, 284, 299, 309]","[""has_bill_shape::cone"", ""has_wing_color::red"", ""has_upperparts_color::grey"", ""has_underparts_color::white"", ""has_breast_pattern::solid"", ""has_back_color::grey"", ""has_tail_shape::notched_tail"", ""has_upper_tail_color::grey"", ""has_head_pattern::eyering"", ""has_breast_color::white"", ""has_throat_color::white"", ""has_eye_color::black"", ""has_bill_length::shorter_than_head"", ""has_forehead_color::grey"", ""has_under_tail_color::grey"", ""has_nape_color::grey"", ""has_belly_color::white"", ""has_wing_shape::long-wings"", ""has_size::small_(5_-_9_in)"", ""has_shape::swallow-like"", ""has_back_pattern::solid"", ""has_tail_pattern::multi-colored"", ""has_belly_pattern::solid"", ""has_primary_color::grey"", ""has_leg_color::black"", ""has_bill_color::grey"", ""has_crown_color::grey"", ""has_wing_pattern::solid""]"
9361,"[7, 15, 21, 22, 30, 36, 37, 41, 45, 64, 76, 132, 146, 152, 158, 164, 188, 195, 199, 203, 221, 232, 237, 244, 247, 254, 290, 299, 305, 312]","[""has_bill_shape::all-purpose"", ""has_wing_color::grey"", ""has_wing_color::black"", ""has_wing_color::white"", ""has_upperparts_color::grey"", ""has_upperparts_color::black"", ""has_upperparts_color::white"", ""has_underparts_color::brown"", ""has_underparts_color::grey"", ""has_back_color::grey"", ""has_tail_shape::notched_tail"", ""has_throat_color::black"", ""has_eye_color::black"", ""has_bill_length::shorter_than_head"", ""has_forehead_color::grey"", ""has_forehead_color::black"", ""has_nape_color::grey"", ""has_nape_color::white"", ""has_belly_color::brown"", ""has_belly_color::grey"", ""has_size::medium_(9_-_16_in)"", ""has_shape::hawk-like"", ""has_back_pattern::solid"", ""has_tail_pattern::multi-colored"", ""has_belly_pattern::striped"", ""has_primary_color::grey"", ""has_bill_color::black"", ""has_crown_color::grey"", ""has_crown_color::black"", ""has_wing_pattern::multi-colored""]"
9362,"[7, 10, 15, 25, 30, 36, 52, 55, 64, 70, 71, 76, 101, 103, 118, 132, 133, 146, 152, 153, 158, 168, 173, 183, 188, 210, 222, 230, 240, 244, 245, 249, 254, 261, 274, 289, 290, 294, 299, 312]","[""has_bill_shape::all-purpose"", ""has_wing_color::blue"", ""has_wing_color::grey"", ""has_upperparts_color::blue"", ""has_upperparts_color::grey"", ""has_upperparts_color::black"", ""has_underparts_color::white"", ""has_breast_pattern::solid"", ""has_back_color::grey"", ""has_back_color::black"", ""has_back_color::white"", ""has_tail_shape::notched_tail"", ""has_head_pattern::eyering"", ""has_head_pattern::eyeline"", ""has_breast_color::white"", ""has_throat_color::black"", ""has_throat_color::white"", ""has_eye_color::black"", ""has_bill_length::shorter_than_head"", ""has_forehead_color::blue"", ""has_forehead_color::grey"", ""has_under_tail_color::blue"", ""has_under_tail_color::grey"", ""has_nape_color::blue"", ""has_nape_color::grey"", ""has_belly_color::white"", ""has_size::very_small_(3_-_5_in)"", ""has_shape::pigeon-like"", ""has_back_pattern::multi-colored"", ""has_tail_pattern::multi-colored"", ""has_belly_pattern::solid"", ""has_primary_color::blue"", ""has_primary_color::grey"", ""has_primary_color::white"", ""has_leg_color::orange"", ""has_bill_color::orange"", ""has_bill_color::black"", ""has_crown_color::blue"", ""has_crown_color::grey"", ""has_wing_pattern::multi-colored""]"
9363,"[7, 21, 22, 52, 58, 76, 105, 117, 118, 132, 146, 152, 153, 173, 180, 183, 194, 210, 222, 236, 245, 249, 260, 261, 269, 290, 294, 312]","[""has_bill_shape::all-purpose"", ""has_wing_color::black"", ""has_wing_color::white"", ""has_underparts_color::white"", ""has_breast_pattern::multi-colored"", ""has_tail_shape::notched_tail"", ""has_head_pattern::capped"", ""has_breast_color::black"", ""has_breast_color::white"", ""has_throat_color::black"", ""has_eye_color::black"", ""has_bill_length::shorter_than_head"", ""has_forehead_color::blue"", ""has_under_tail_color::grey"", ""has_under_tail_color::white"", ""has_nape_color::blue"", ""has_nape_color::black"", ""has_belly_color::white"", ""has_size::very_small_(3_-_5_in)"", ""has_shape::perching-like"", ""has_belly_pattern::solid"", ""has_primary_color::blue"", ""has_primary_color::black"", ""has_primary_color::white"", ""has_leg_color::grey"", ""has_bill_color::black"", ""has_crown_color::blue"", ""has_wing_pattern::multi-colored""]"
9364,"[8, 21, 22, 36, 37, 52, 55, 70, 76, 91, 102, 118, 132, 146, 152, 164, 179, 194, 210, 213, 219, 230, 237, 241, 245, 254, 260, 261, 278, 290, 305, 312]","[""has_bill_shape::cone"", ""has_wing_color::black"", ""has_wing_color::white"", ""has_upperparts_color::black"", ""has_upperparts_color::white"", ""has_underparts_color::white"", ""has_breast_pattern::solid"", ""has_back_color::black"", ""has_tail_shape::notched_tail"", ""has_upper_tail_color::black"", ""has_head_pattern::plain"", ""has_breast_color::white"", ""has_throat_color::black"", ""has_eye_color::black"", ""has_bill_length::shorter_than_head"", ""has_forehead_color::black"", ""has_under_tail_color::black"", ""has_nape_color::black"", ""has_belly_color::white"", ""has_wing_shape::rounded-wings"", ""has_size::small_(5_-_9_in)"", ""has_shape::pigeon-like"", ""has_back_pattern::solid"", ""has_tail_pattern::solid"", ""has_belly_pattern::solid"", ""has_primary_color::grey"", ""has_primary_color::black"", ""has_primary_color::white"", ""has_leg_color::buff"", ""has_bill_color::black"", ""has_crown_color::black"", ""has_wing_pattern::multi-colored""]"
9365,"[10, 25, 37, 59, 79, 80, 168, 183, 214, 219, 231, 237, 241, 249, 274, 294, 309]","[""has_wing_color::blue"", ""has_upperparts_color::blue"", ""has_upperparts_color::white"", ""has_back_color::blue"", ""has_tail_shape::squared_tail"", ""has_upper_tail_color::blue"", ""has_under_tail_color::blue"", ""has_nape_color::blue"", ""has_wing_shape::pointed-wings"", ""has_size::small_(5_-_9_in)"", ""has_shape::tree-clinging-like"", ""has_back_pattern::solid"", ""has_tail_pattern::solid"", ""has_primary_color::blue"", ""has_leg_color::orange"", ""has_crown_color::blue"", ""has_wing_pattern::solid""]"
9366,"[7, 12, 21, 27, 52, 58, 61, 70, 74, 82, 96, 118, 132, 146, 152, 155, 158, 170, 185, 210, 213, 222, 236, 238, 244, 248, 251, 260, 269, 290, 305, 312]","[""has_bill_shape::all-purpose"", ""has_wing_color::iridescent"", ""has_wing_color::black"", ""has_upperparts_color::iridescent"", ""has_underparts_color::white"", ""has_breast_pattern::multi-colored"", ""has_back_color::iridescent"", ""has_back_color::black"", ""has_tail_shape::forked_tail"", ""has_upper_tail_color::iridescent"", ""has_head_pattern::malar"", ""has_breast_color::white"", ""has_throat_color::black"", ""has_eye_color::black"", ""has_bill_length::shorter_than_head"", ""has_forehead_color::iridescent"", ""has_forehead_color::grey"", ""has_under_tail_color::iridescent"", ""has_nape_color::iridescent"", ""has_belly_color::white"", ""has_wing_shape::rounded-wings"", ""has_size::very_small_(3_-_5_in)"", ""has_shape::perching-like"", ""has_back_pattern::spotted"", ""has_tail_pattern::multi-colored"", ""has_belly_pattern::multi-colored"", ""has_primary_color::iridescent"", ""has_primary_color::black"", ""has_leg_color::grey"", ""has_bill_color::black"", ""has_crown_color::black"", ""has_wing_pattern::multi-colored""]"
9367,"[7, 10, 21, 25, 36, 52, 58, 59, 78, 80, 91, 105, 117, 118, 132, 146, 152, 153, 164, 168, 179, 183, 194, 210, 216, 222, 236, 240, 244, 245, 249, 260, 275, 290, 294, 311]","[""has_bill_shape::all-purpose"", ""has_wing_color::blue"", ""has_wing_color::black"", ""has_upperparts_color::blue"", ""has_upperparts_color::black"", ""has_underparts_color::white"", ""has_breast_pattern::multi-colored"", ""has_back_color::blue"", ""has_tail_shape::pointed_tail"", ""has_upper_tail_color::blue"", ""has_upper_tail_color::black"", ""has_head_pattern::capped"", ""has_breast_color::black"", ""has_breast_color::white"", ""has_throat_color::black"", ""has_eye_color::black"", ""has_bill_length::shorter_than_head"", ""has_forehead_color::blue"", ""has_forehead_color::black"", ""has_under_tail_color::blue"", ""has_under_tail_color::black"", ""has_nape_color::blue"", ""has_nape_color::black"", ""has_belly_color::white"", ""has_wing_shape::tapered-wings"", ""has_size::very_small_(3_-_5_in)"", ""has_shape::perching-like"", ""has_back_pattern::multi-colored"", ""has_tail_pattern::multi-colored"", ""has_belly_pattern::solid"", ""has_primary_color::blue"", ""has_primary_color::black"", ""has_leg_color::black"", ""has_bill_color::black"", ""has_crown_color::blue"", ""has_wing_pattern::striped""]"
9368,"[2, 15, 21, 25, 30, 52, 55, 59, 64, 75, 85, 91, 100, 118, 132, 146, 150, 153, 180, 183, 210, 214, 222, 228, 239, 241, 245, 249, 261, 274, 284, 294, 312]","[""has_bill_shape::dagger"", ""has_wing_color::grey"", ""has_wing_color::black"", ""has_upperparts_color::blue"", ""has_upperparts_color::grey"", ""has_underparts_color::white"", ""has_breast_pattern::solid"", ""has_back_color::blue"", ""has_back_color::grey"", ""has_tail_shape::rounded_tail"", ""has_upper_tail_color::grey"", ""has_upper_tail_color::black"", ""has_head_pattern::eyebrow"", ""has_breast_color::white"", ""has_throat_color::black"", ""has_eye_color::black"", ""has_bill_length::about_the_same_as_head"", ""has_forehead_color::blue"", ""has_under_tail_color::white"", ""has_nape_color::blue"", ""has_belly_color::white"", ""has_wing_shape::pointed-wings"", ""has_size::very_small_(3_-_5_in)"", ""has_shape::gull-like"", ""has_back_pattern::striped"", ""has_tail_pattern::solid"", ""has_belly_pattern::solid"", ""has_primary_color::blue"", ""has_primary_color::white"", ""has_leg_color::orange"", ""has_bill_color::grey"", ""has_crown_color::blue"", ""has_wing_pattern::multi-colored""]"
